elevation,slope,aspect,hillshade,brightness,greenness,wetness,TCD,TCA,SR_B2_asm,SR_B2_contrast,SR_B2_corr,SR_B2_var,SR_B2_idm,SR_B2_savg,SR_B2_svar,SR_B2_sent,SR_B2_ent,SR_B2_dvar,SR_B2_dent,SR_B2_imcorr1,SR_B2_imcorr2,SR_B2_maxcorr,SR_B2_diss,SR_B2_inertia,SR_B2_shade,SR_B2_prom,SR_B3_asm,SR_B3_contrast,SR_B3_corr,SR_B3_var,SR_B3_idm,SR_B3_savg,SR_B3_svar,SR_B3_sent,SR_B3_ent,SR_B3_dvar,SR_B3_dent,SR_B3_imcorr1,SR_B3_imcorr2,SR_B3_maxcorr,SR_B3_diss,SR_B3_inertia,SR_B3_shade,SR_B3_prom,SR_B4_asm,SR_B4_contrast,SR_B4_corr,SR_B4_var,SR_B4_idm,SR_B4_savg,SR_B4_svar,SR_B4_sent,SR_B4_ent,SR_B4_dvar,SR_B4_dent,SR_B4_imcorr1,SR_B4_imcorr2,SR_B4_maxcorr,SR_B4_diss,SR_B4_inertia,SR_B4_shade,SR_B4_prom,SR_B5_asm,SR_B5_contrast,SR_B5_corr,SR_B5_var,SR_B5_idm,SR_B5_savg,SR_B5_svar,SR_B5_sent,SR_B5_ent,SR_B5_dvar,SR_B5_dent,SR_B5_imcorr1,SR_B5_imcorr2,SR_B5_maxcorr,SR_B5_diss,SR_B5_inertia,SR_B5_shade,SR_B5_prom,SR_B6_asm,SR_B6_contrast,SR_B6_corr,SR_B6_var,SR_B6_idm,SR_B6_savg,SR_B6_svar,SR_B6_sent,SR_B6_ent,SR_B6_dvar,SR_B6_dent,SR_B6_imcorr1,SR_B6_imcorr2,SR_B6_maxcorr,SR_B6_diss,SR_B6_inertia,SR_B6_shade,SR_B6_prom,SR_B7_asm,SR_B7_contrast,SR_B7_corr,SR_B7_var,SR_B7_idm,SR_B7_savg,SR_B7_svar,SR_B7_sent,SR_B7_ent,SR_B7_dvar,SR_B7_dent,SR_B7_imcorr1,SR_B7_imcorr2,SR_B7_maxcorr,SR_B7_diss,SR_B7_inertia,SR_B7_shade,SR_B7_prom,Blue,Green,Red,NIR,SWIR1,SWIR2,QA_PIXEL,'NDVI','GNDVI','NBR','NDWI','NDWI1','MNDWI','SIPI','NDMI','NDSI','RECl',EVI','EVI2','SR','LAI','GVI','RVI','GRVI','DVI','SAVI','OSAVI','ARVI','VARI','SLAVI','NDGI','GCVI','GRNDVI','GBNDVI','RBNDVI','BNDVI','RGRI',HH,HV
0.248359215,0.189508012,-0.273356701,-0.190183949,-0.277946857,0.118755653,0.395306845,-0.210765946,0.323531232,-0.181816595,0.480985046,-0.032827543,0.460226113,0.26301771,-0.237176829,0.413819182,0.188011014,0.188011014,0.495832462,0.188011014,0.202371428,0.159142003,NaN,0.449765059,0.480985046,0.306783416,0.385334958,-0.181816595,0.756319599,0.014469502,0.726367334,-0.030894311,-0.197084975,0.625996046,0.188011014,0.188011014,0.713666191,0.188011014,0.202371428,0.159142003,NaN,0.741360218,0.756319599,0.368746192,0.551170738,-0.181816595,0.488979573,0.085541591,0.489094732,0.146309935,-0.215985329,0.453485203,0.197037259,0.188011014,0.550470982,0.126476857,0.202371428,0.159142003,NaN,0.389938855,0.488979573,0.417103943,0.425803172,-0.172869793,0.674108646,-0.224793129,0.540821928,0.142399779,-0.005317092,0.401151034,0.188011014,0.17689473,0.586180538,0.188011014,0.297876623,0.002108538,NaN,0.684315949,0.674108646,-0.120402208,0.288366038,-0.181816595,,0.034111513,0.94099461,-0.433451699,-0.236742837,0.779162547,0.207530495,0.188011014,0.886145204,0.207530495,0.202371428,0.159142003,NaN,0.973281836,1,0.426360551,0.732067089,-0.181816595,0.705609714,-0.042416442,0.702847048,-0.32561529,-0.261855086,0.638647838,0.188011014,0.188011014,0.627861636,0.188011014,0.202371428,0.159142003,NaN,0.708156508,0.705609714,0.484813182,0.612532708,-0.461957248,-0.40416974,-0.440667402,-0.059102684,-0.314219717,-0.419954724,NaN,0.171050339,0.131976088,0.364041259,-0.131976088,0.364041259,0.193902756,-0.330427572,0.364041259,-0.131976088,0.173556611,0.151120097,0.171824585,0.173556611,0.151120097,0.028600328,0.173556611,0.131976088,0.075982748,0.171047624,0.171049498,0.216013386,0.350186356,0.243181309,0.350432924,0.138243031,-0.350432924,0.122752771,0.143774294,0.107977921,0.138243046,0.248969899,0.255527773
-0.333975777,0.049997385,-0.138907363,-0.08426585,-0.184845748,-0.24317123,0.142921918,-0.211706832,-0.205369424,-0.141982833,0.00014724,0.817691376,0.126697422,0.212929774,0.069442109,0.269207985,0.142555709,0.142555709,-0.034390146,0.142555709,0.141199725,0.137129589,NaN,0.030243702,0.00014724,0.02823544,0.135569767,-0.141982833,0.064087271,0.866149373,0.300782644,-0.003158776,0.045813961,0.507288323,0.142555709,0.142555709,0.008143036,0.142555709,0.141199725,0.137129589,NaN,0.07750297,0.064087271,0.17007511,0.424593808,-0.141982833,-0.087295652,0.715531817,0.068206787,-0.154692399,0.033587705,0.231173914,0.142336864,0.142555709,-0.075519381,0.188388112,0.141199725,0.137129589,NaN,-0.089932832,-0.087295652,0.007251434,0.052133696,-0.150975112,0.328128155,0.52033723,0.441766793,-0.283544046,-0.290926569,0.501460446,0.142555709,0.153692481,0.071856888,0.142555709,-0.010301828,0.24935885,NaN,0.360977335,0.328128155,-0.030551108,0.449935889,-0.141982833,0.034111513,,0.320059069,0.009156916,-0.186035953,0.559936419,0.121788487,0.142555709,-0.055153404,0.121788487,0.141199725,0.137129589,NaN,0.057129723,0.034111513,0.069148325,0.549415809,-0.141982833,-0.075187317,0.887881559,0.142256257,-0.526052834,-0.08839285,0.374835291,0.142555709,0.142555709,-0.051369717,0.142555709,0.141199725,0.137129589,NaN,-0.08919986,-0.075187317,0.075682393,0.243952368,-0.025170986,-0.048884382,-0.051944535,-0.235380799,-0.192411524,-0.143743603,NaN,-0.227669639,-0.265909441,-0.05952671,0.265909441,-0.05952671,0.29717419,-0.04103576,-0.05952671,0.265909441,-0.216708876,0.23997147,-0.224277473,-0.216708766,0.23997147,-0.24676401,-0.216708766,-0.265909441,-0.228447957,-0.227670123,-0.227669775,-0.193911614,0.04012421,-0.175791335,0.03713199,-0.256205828,-0.03713199,-0.259026605,-0.240078939,-0.256761831,-0.256205935,-0.050030758,-0.139518502
0.205100188,0.198790849,-0.320848392,-0.260437163,-0.279190235,0.118967257,0.430979528,-0.2114366,0.317257489,-0.215555265,0.396672562,0.194638305,0.418723648,0.311640276,-0.252865383,0.424565015,0.221681575,0.221681575,0.391522218,0.221681575,0.235117743,0.192343025,NaN,0.38594459,0.396672562,0.239411211,0.35030145,-0.215555265,0.688019439,0.266891203,0.749578991,-0.02983428,-0.200795527,0.73808696,0.221681575,0.221681575,0.604838809,0.221681575,0.235117743,0.192343025,NaN,0.700611023,0.688019439,0.354959274,0.633713773,-0.215555265,0.367135983,0.293555323,0.421226647,0.111622129,-0.24505094,0.448871891,0.230307749,0.221681575,0.426208033,0.174323953,0.235117743,0.192343025,NaN,0.288577966,0.367135983,0.341489329,0.360243955,-0.21109518,0.75123857,0.001527528,0.678893473,0.02532934,0.013169162,0.577736071,0.221681575,0.216126477,0.571700333,0.221681575,0.261087317,0.096696951,NaN,0.774288212,0.75123857,-0.117062454,0.452253406,-0.215555265,0.94099461,0.320059069,,-0.432162852,-0.268217062,0.945317803,0.239994336,0.221681575,0.767116243,0.239994336,0.235117743,0.192343025,NaN,0.949028547,0.94099461,0.387718463,0.905338979,-0.215555265,0.591512295,0.207832005,0.666688879,-0.364795491,-0.30293713,0.693428332,0.221681575,0.221681575,0.512335672,0.221681575,0.235117743,0.192343025,NaN,0.613454444,0.591512295,0.433714731,0.620521314,-0.466192453,-0.400746984,-0.454455435,-0.056428738,-0.328539037,-0.440549449,NaN,0.17517229,0.125922098,0.386194122,-0.125922098,0.386194122,0.223831954,-0.35941808,0.386194122,-0.125922098,0.182168516,0.206647654,0.17740812,0.182168549,0.206647654,0.030400817,0.182168549,0.125922098,0.083061418,0.175169564,0.175171442,0.226273403,0.412668514,0.257660554,0.412603764,0.136045484,-0.412603764,0.119388015,0.145666164,0.104853756,0.136045466,0.244520859,0.256347945
-0.346204838,-0.142377948,0.186559866,-0.003535833,0.340248899,-0.157350739,-0.366651904,0.255824462,-0.393254722,-0.080928799,-0.036088193,0.275326469,0.019392549,-0.110322773,0.596855649,0.083601397,0.084069969,0.084069969,-0.083446169,0.084069969,0.091593756,0.069678752,NaN,0.06242794,-0.036088193,-0.100226606,-0.04697164,-0.080928799,-0.153359995,0.136688732,-0.141628071,-0.054970872,0.580223109,-0.116190109,0.084069969,0.084069969,-0.158270914,0.084069969,0.091593756,0.069678752,NaN,-0.098461003,-0.153359995,-0.126735705,-0.196801296,-0.080928799,0.101989679,0.158032067,0.151940679,-0.190338395,0.609983266,0.194789268,0.088742014,0.084069969,-0.023112096,0.116775248,0.091593756,0.069678752,NaN,0.223479672,0.101989679,-0.034981608,0.047102892,-0.082117324,-0.255981854,0.165268027,-0.207834916,-0.038375937,0.060194459,-0.156561279,0.084069969,0.085536512,-0.227061314,0.084069969,0.059748254,0.076531849,NaN,-0.252125965,-0.255981854,-0.019637441,-0.132925049,-0.080928799,-0.433451699,0.009156916,-0.432162852,,0.422557473,-0.382713792,0.089745311,0.084069969,-0.330936042,0.089745311,0.091593756,0.069678752,NaN,-0.524218337,-0.433451699,-0.144881391,-0.31638364,-0.080928799,-0.206085061,0.274154132,-0.17409851,-0.118394242,0.529244876,-0.122935131,0.084069969,0.084069969,-0.168387788,0.084069969,0.091593756,0.069678752,NaN,-0.186167465,-0.206085061,-0.152014707,-0.195444554,0.604118052,0.580299105,0.636913409,0.083040035,0.334557978,0.472694746,NaN,-0.251779693,-0.196158929,-0.356019745,0.196158929,-0.356019745,-0.099197769,0.562048054,-0.356019745,0.196158929,-0.25285061,-0.283018502,-0.252125709,-0.252850556,-0.283018502,-0.0658676,-0.252850556,-0.196158929,-0.112297905,-0.251775802,-0.251778431,-0.333543857,-0.503715437,-0.292521644,-0.502829807,-0.204138148,0.502829807,-0.171543338,-0.201962147,-0.13980232,-0.204138206,-0.315851372,-0.389232822
0.066243808,-0.32295232,-0.022791283,-0.28345414,0.839026996,0.305933535,-0.820532563,0.779895061,-0.151649235,-0.030401769,0.075523551,-0.161631447,0.052538563,-0.307726554,0.737425356,0.023037511,0.023179917,0.023179917,-0.049483495,0.023179917,0.00124019,0.051500081,NaN,0.244643387,0.075523551,-0.208228211,-0.062971856,-0.030401769,-0.010911504,-0.208832244,-0.071630648,0.134943365,0.853842569,-0.125142205,0.023179917,0.023179917,-0.167510931,0.023179917,0.00124019,0.051500081,NaN,0.143933801,-0.010911504,-0.319231638,-0.214050674,-0.030401769,0.228733862,-0.172415788,0.185809562,-0.238999238,0.77464219,0.125873681,0.010616323,0.023179917,0.025954517,0.048644507,0.00124019,0.051500081,NaN,0.474986835,0.228733862,-0.094672907,0.036552005,-0.031726256,-0.412470761,-0.189090824,-0.386421375,0.027544617,0.65895311,-0.340659008,0.023179917,0.024812958,-0.360944006,0.023179917,-0.017613872,0.063509712,NaN,-0.402012948,-0.412470761,-0.240640463,-0.318693999,-0.030401769,-0.236742837,-0.186035953,-0.268217062,0.422557473,,-0.268630954,0.066787086,0.023179917,-0.290713172,0.066787086,0.00124019,0.051500081,NaN,-0.248537086,-0.236742837,-0.416738665,-0.254385696,-0.030401769,0.049142955,-0.104755644,0.022628623,-0.087512743,0.933778923,-0.009205647,0.023179917,0.023179917,-0.100378124,0.023179917,0.00124019,0.051500081,NaN,0.252359807,0.049142955,-0.240872984,-0.119872877,0.748145815,0.859423801,0.783252214,0.586919146,0.880070619,0.876283521,NaN,0.180415111,0.243111103,-0.439722357,-0.243111103,-0.439722357,-0.776606403,0.549421072,-0.439722357,-0.243111103,0.165846868,-0.641866868,0.175784338,0.165846862,-0.641866868,0.456482731,0.165846862,0.243111103,0.36578211,0.180420962,0.180417013,0.041215013,-0.223668861,0.005554763,-0.201988094,0.221665648,0.201988094,0.285876941,0.252661682,0.338351263,0.221665546,-0.269801193,-0.322903114
0.140531163,0.18487982,-0.329981036,-0.298652547,-0.249245389,0.105900617,0.417283801,-0.188497585,0.275821756,-0.224025817,0.271169109,0.392144895,0.332018201,0.323736946,-0.239778429,0.387561792,0.22940311,0.22940311,0.247320619,0.22940311,0.240449765,0.202884706,NaN,0.281386814,0.271169109,0.147776002,0.277462766,-0.224025817,0.545448526,0.480389093,0.688334901,-0.025484727,-0.181973179,0.763781351,0.22940311,0.22940311,0.432488799,0.22940311,0.240449765,0.202884706,NaN,0.583187531,0.545448526,0.302077225,0.642574298,-0.224025817,0.208757021,0.461281109,0.30883237,0.065740838,-0.245727689,0.394355048,0.236681486,0.22940311,0.25890806,0.200990648,0.240449765,0.202884706,NaN,0.158702016,0.208757021,0.230523953,0.256877333,-0.22438728,0.741772591,0.21947159,0.73622938,-0.090321661,0.029516125,0.683472918,0.22940311,0.229827215,0.493973082,0.22940311,0.196508168,0.177069304,NaN,0.774627776,0.741772591,-0.100785703,0.559750343,-0.224025817,0.779162547,0.559936419,0.945317803,-0.382713792,-0.268630954,,0.244510152,0.22940311,0.566832814,0.244510152,0.240449765,0.202884706,NaN,0.819792332,0.779162547,0.307228247,0.971339328,-0.224025817,0.415569882,0.425823383,0.557473897,-0.361862806,-0.308737511,0.668871917,0.22940311,0.22940311,0.343848514,0.22940311,0.240449765,0.202884706,NaN,0.453756522,0.415569882,0.336089014,0.559002287,-0.41827121,-0.35274577,-0.417049884,-0.047557229,-0.305691245,-0.411254971,NaN,0.159604646,0.10604125,0.36446452,-0.10604125,0.36446452,0.227707915,-0.347265012,0.36446452,-0.10604125,0.170147608,0.237110674,0.162999662,0.170147669,0.237110674,0.028744868,0.170147669,0.10604125,0.080618077,0.159602213,0.159603885,0.210921031,0.426852732,0.242873249,0.426495174,0.118752003,-0.426495174,0.102827756,0.131240652,0.090146633,0.118751955,0.212957301,0.228543252
-0.016101377,-0.155231299,0.096014842,0.043321516,0.078522777,0.181739772,0.126880424,0.110015174,0.170151808,-0.994223015,0.126214945,0.255288471,0.163518887,0.099609136,0.050647472,0.199486685,0.995890323,0.995890323,0.147935348,0.995890323,0.979485173,0.96730436,NaN,0.096454191,0.126214945,0.122208281,0.155270733,-0.994223015,0.166304045,0.256626224,0.218413557,0.081646988,0.0760549,0.249095913,0.995890323,0.995890323,0.18864142,0.995890323,0.979485173,0.96730436,NaN,0.120766496,0.166304045,0.141433209,0.206315439,-0.994223015,0.089948747,0.255863762,0.148302652,0.1339173,0.03152998,0.200492599,0.990362827,0.995890323,0.148583345,0.943213409,0.979485173,0.96730436,NaN,0.000485223,0.089948747,0.157255474,0.170200215,-0.993383069,0.268641727,-0.032509205,0.243288128,0.056805784,0.141880565,0.207484096,0.995890323,0.994722167,0.263456003,0.995890323,0.834529781,0.807105607,NaN,0.316445488,0.268641727,-0.03980964,0.146462615,-0.994223015,0.207530495,0.121788487,0.239994336,0.089745311,0.066787086,0.244510152,,0.995890323,0.229807955,1,0.979485173,0.96730436,NaN,0.163349688,0.207530495,0.093737313,0.2178733,-0.994223015,0.125917005,0.191691823,0.18234615,0.070774931,0.047270027,0.230063326,0.995890323,0.995890323,0.157847908,0.995890323,0.979485173,0.96730436,NaN,0.091173587,0.125917005,0.137353435,0.185946626,-0.055652624,-0.004628769,-0.059267648,0.162348226,0.01523002,-0.053913116,NaN,0.186755807,0.175793936,0.21502718,-0.175793936,0.21502718,-0.018762562,-0.092986729,0.21502718,-0.175793936,0.19691027,-0.012781561,0.190278407,0.19691025,-0.012781561,0.170311274,0.19691025,0.175793936,0.18721965,0.186755735,0.186755761,0.189160225,0.212728132,0.215212621,0.212993937,0.185604323,-0.212993937,0.179023589,0.185291854,0.175422385,0.185604361,0.102967767,0.175026751
-0.042105684,-0.08304548,0.158108694,0.188889072,0.051840896,0.1596796,0.147461585,0.082323003,0.160319649,-0.998190138,0.108022561,0.276382431,0.14489363,0.098689572,0.024498242,0.181244957,1,1,0.133301611,1,0.983929985,0.970754447,NaN,0.067698356,0.108022561,0.113652833,0.143417795,-0.998190138,0.14273404,0.277412169,0.195229254,0.077344817,0.043042381,0.228547314,1,1,0.169590906,1,0.983929985,0.970754447,NaN,0.087571096,0.14273404,0.13133997,0.191574607,-0.998190138,0.067526572,0.266170464,0.125336593,0.13051059,0.004537577,0.178617047,0.994682055,1,0.131880681,0.948741204,0.983929985,0.970754447,NaN,-0.035243993,0.067526572,0.146107616,0.157341318,-0.997463214,0.260256385,-0.008771197,0.238217554,0.052635094,0.093906144,0.205335888,1,0.998971652,0.25262473,1,0.836636574,0.811697857,NaN,0.312157662,0.260256385,-0.041539588,0.140020412,-0.998190138,0.188011014,0.142555709,0.221681575,0.084069969,0.023179917,0.22940311,0.995890323,,0.212610631,0.995890323,0.983929985,0.970754447,NaN,0.143518858,0.188011014,0.087184387,0.203127556,-0.998190138,0.103989294,0.207347358,0.159604778,0.06597641,0.011941906,0.208381932,1,1,0.142840322,1,0.983929985,0.970754447,NaN,0.054589369,0.103989294,0.127793694,0.171953136,-0.071155275,-0.024284786,-0.073688707,0.136020644,-0.011708717,-0.076337945,NaN,0.168009473,0.155840368,0.217750052,-0.155840368,0.217750052,0.011135727,-0.097229553,0.217750052,-0.155840368,0.178132271,-0.00224536,0.171505158,0.178132252,-0.00224536,0.145516125,0.178132252,0.155840368,0.164352655,0.16800926,0.168009383,0.173357032,0.204847346,0.201593605,0.204672256,0.165732271,-0.204672256,0.158294532,0.165150748,0.154020918,0.165732317,0.104794616,0.169412217
0.121983397,0.286812363,-0.184045312,-0.143169098,-0.328279317,0.038319678,0.426119535,-0.27001737,0.269839825,-0.206951117,0.584984575,-0.084886899,0.547219022,0.313594815,-0.147861288,0.476680346,0.212610631,0.212610631,0.627622828,0.212610631,0.224855331,0.18533534,NaN,0.511548748,0.584984575,0.366299504,0.479177602,-0.206951117,0.720205785,-0.056567304,0.646779393,-0.046017236,-0.177418105,0.510843067,0.212610631,0.212610631,0.792335619,0.212610631,0.224855331,0.18533534,NaN,0.647151466,0.720205785,0.321541394,0.447369851,-0.206951117,0.498143429,0.013839473,0.477822632,0.038414486,-0.157699675,0.420964804,0.220513703,0.212610631,0.582707988,0.141289719,0.224855331,0.18533534,NaN,0.381562951,0.498143429,0.358956526,0.375190435,-0.193179756,0.652009838,-0.351636202,0.502482816,0.267033929,-0.161252995,0.352650073,0.212610631,0.195506023,0.670487611,0.212610631,0.385916238,-0.04713705,NaN,0.626436886,0.652009838,-0.200217085,0.276156672,-0.206951117,0.886145204,-0.055153404,0.767116243,-0.330936042,-0.290713172,0.566832814,0.229807955,0.212610631,,0.229807955,0.224855331,0.18533534,NaN,0.783225026,0.886145204,0.415371905,0.507181961,-0.206951117,0.713489741,-0.08832726,0.675609738,-0.345077866,-0.245647429,0.574219296,0.212610631,0.212610631,0.746261352,0.212610631,0.224855331,0.18533534,NaN,0.628025141,0.713489741,0.509077417,0.591557001,-0.42257297,-0.410116853,-0.414443606,-0.129513813,-0.371168315,-0.434934456,NaN,0.092653559,0.061644952,0.352284432,-0.061644952,0.352284432,0.277884313,-0.301976432,0.352284432,-0.061644952,0.093349527,0.187060365,0.092884513,0.093349499,0.187060365,-0.055090216,0.093349499,0.061644952,-0.005377113,0.092650768,0.092652698,0.144137736,0.246829732,0.177548099,0.2418765,0.066573466,-0.2418765,0.045516204,0.062247175,0.026041337,0.066573483,0.23680573,0.236803397
-0.016101377,-0.155231299,0.096014842,0.043321516,0.078522777,0.181739772,0.126880424,0.110015174,0.170151808,-0.994223015,0.126214945,0.255288471,0.163518887,0.099609136,0.050647472,0.199486685,0.995890323,0.995890323,0.147935348,0.995890323,0.979485173,0.96730436,NaN,0.096454191,0.126214945,0.122208281,0.155270733,-0.994223015,0.166304045,0.256626224,0.218413557,0.081646988,0.0760549,0.249095913,0.995890323,0.995890323,0.18864142,0.995890323,0.979485173,0.96730436,NaN,0.120766496,0.166304045,0.141433209,0.206315439,-0.994223015,0.089948747,0.255863762,0.148302652,0.1339173,0.03152998,0.200492599,0.990362827,0.995890323,0.148583345,0.943213409,0.979485173,0.96730436,NaN,0.000485223,0.089948747,0.157255474,0.170200215,-0.993383069,0.268641727,-0.032509205,0.243288128,0.056805784,0.141880565,0.207484096,0.995890323,0.994722167,0.263456003,0.995890323,0.834529781,0.807105607,NaN,0.316445488,0.268641727,-0.03980964,0.146462615,-0.994223015,0.207530495,0.121788487,0.239994336,0.089745311,0.066787086,0.244510152,1,0.995890323,0.229807955,,0.979485173,0.96730436,NaN,0.163349688,0.207530495,0.093737313,0.2178733,-0.994223015,0.125917005,0.191691823,0.18234615,0.070774931,0.047270027,0.230063326,0.995890323,0.995890323,0.157847908,0.995890323,0.979485173,0.96730436,NaN,0.091173587,0.125917005,0.137353435,0.185946626,-0.055652624,-0.004628769,-0.059267648,0.162348226,0.01523002,-0.053913116,NaN,0.186755807,0.175793936,0.21502718,-0.175793936,0.21502718,-0.018762562,-0.092986729,0.21502718,-0.175793936,0.19691027,-0.012781561,0.190278407,0.19691025,-0.012781561,0.170311274,0.19691025,0.175793936,0.18721965,0.186755735,0.186755761,0.189160225,0.212728132,0.215212621,0.212993937,0.185604323,-0.212993937,0.179023589,0.185291854,0.175422385,0.185604361,0.102967767,0.175026751
0.011046891,-0.08304548,0.158108694,0.188889072,0.024137703,0.178481997,0.212592921,0.062786821,0.201657094,-0.971411477,0.091481942,0.272830699,0.129952753,0.113081891,-0.013111061,0.168897608,0.983929985,0.983929985,0.129187811,0.983929985,1,0.91228796,NaN,0.037172102,0.091481942,0.123724827,0.146977547,-0.971411477,0.160659988,0.269496566,0.212527668,0.084858214,0.032652687,0.243540812,0.983929985,0.983929985,0.185919811,0.983929985,1,0.91228796,NaN,0.10594913,0.160659988,0.143151798,0.206656244,-0.971411477,0.082604171,0.256687159,0.139881395,0.142033452,0.004966473,0.19152374,0.997087429,0.983929985,0.144872277,0.953810488,1,0.91228796,NaN,-0.019839397,0.082604171,0.15830541,0.169896609,-0.970526,0.262621886,0.003418788,0.243527968,0.058136067,0.070743838,0.212596976,0.983929985,0.982717328,0.264141842,0.983929985,0.851923825,0.759431042,NaN,0.300372493,0.262621886,-0.043365281,0.150586643,-0.971411477,0.202371428,0.141199725,0.235117743,0.091593756,0.00124019,0.240449765,0.979485173,0.983929985,0.224855331,0.979485173,,0.91228796,NaN,0.153861789,0.202371428,0.097128487,0.217900041,-0.971411477,0.097104345,0.209483054,0.153267067,0.073887226,-0.000585966,0.203211503,0.983929985,0.983929985,0.141562428,0.983929985,1,0.91228796,NaN,0.037598798,0.097104345,0.138204493,0.178915954,-0.148159267,-0.058537787,-0.102497728,0.137691449,-0.051296888,-0.132391045,NaN,0.184774063,0.174919956,0.276885631,-0.174919956,0.276885631,0.045503134,-0.0477322,0.276885631,-0.174919956,0.195707013,-0.08797274,0.188553039,0.195706992,-0.08797274,0.151763182,0.195706992,0.174919956,0.175072641,0.184773669,0.184773914,0.176998109,0.203012526,0.236152553,0.205600382,0.185372076,-0.205600382,0.183672456,0.189140095,0.185207289,0.185372116,0.088103167,0.168160908
-0.11143046,-0.08304548,0.158108694,0.188889072,0.086452812,0.126278871,0.052390894,0.104403928,0.096587018,-0.98343486,0.124768938,0.267103182,0.157614101,0.074319873,0.073819792,0.188629766,0.970754447,0.970754447,0.132054089,0.970754447,0.91228796,1,NaN,0.105299609,0.124768938,0.094331081,0.131338416,-0.98343486,0.111373455,0.27394797,0.162042911,0.063309559,0.054822969,0.196765728,0.970754447,0.970754447,0.139011881,0.970754447,0.91228796,1,NaN,0.05840783,0.111373455,0.108779502,0.161554664,-0.98343486,0.043820196,0.265385777,0.099406808,0.108380826,0.003730161,0.152180333,0.940865965,0.970754447,0.107706466,0.893679575,0.91228796,1,NaN,-0.054163901,0.043820196,0.12227723,0.132459,-0.982958083,0.243841206,-0.024715125,0.21896354,0.042562176,0.12027352,0.185131217,0.970754447,0.970026203,0.224292902,0.970754447,0.773537233,0.840696089,NaN,0.312129373,0.243841206,-0.036972477,0.118693282,-0.98343486,0.159142003,0.137129589,0.192343025,0.069678752,0.051500081,0.202884706,0.96730436,0.970754447,0.18533534,0.96730436,0.91228796,,NaN,0.12231406,0.159142003,0.069380577,0.172935787,-0.98343486,0.107958304,0.193931714,0.160009821,0.051984916,0.0281789,0.204737081,0.970754447,0.970754447,0.137294735,0.970754447,0.91228796,1,NaN,0.074657931,0.107958304,0.107297307,0.153847097,0.035998358,0.023004803,-0.031206477,0.1268572,0.042114719,0.002909853,NaN,0.13692507,0.122262178,0.127166584,-0.122262178,0.127166584,-0.035639026,-0.158836543,0.127166584,-0.122262178,0.145443815,0.113133016,0.139862093,0.1454438,0.113133016,0.129716843,0.1454438,0.122262178,0.141581442,0.136925109,0.136925062,0.159645825,0.196897363,0.14487608,0.193016277,0.130897817,-0.193016277,0.116123154,0.124497718,0.104257154,0.130897868,0.121907938,0.162479641
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
